Ship_Mode,Segment,Country,City,State,Postal_Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard_Class,Home_Office,United States,Bozeman,Montana,59715,West,Office_Supplies,Paper,29.04,3,0.0,13.9392
Standard_Class,Home_Office,United States,Bozeman,Montana,59715,West,Office_Supplies,Labels,14.62,2,0.0,6.8714
Standard_Class,Home_Office,United States,Peoria,Arizona,85345,West,Office_Supplies,Paper,11.952,3,0.2,4.3326
Standard_Class,Home_Office,United States,Peoria,Arizona,85345,West,Office_Supplies,Binders,4.536,7,0.7,-3.3264
Standard_Class,Home_Office,United States,Peoria,Arizona,85345,West,Office_Supplies,Binders,9.156,2,0.7,-6.104
Standard_Class,Home_Office,United States,Peoria,Arizona,85345,West,Furniture,Furnishings,75.36,5,0.2,20.724
Standard_Class,Corporate,United States,San_Diego,California,92105,West,Office_Supplies,Binders,57.504,6,0.2,20.1264
Standard_Class,Corporate,United States,Lakewood,Ohio,44107,East,Office_Supplies,Art,38.864,7,0.2,7.7728
Standard_Class,Corporate,United States,Houston,Texas,77095,Central,Office_Supplies,Paper,15.552,3,0.2,5.4432
Standard_Class,Corporate,United States,Perth_Amboy,New_Jersey,8861,East,Office_Supplies,Appliances,162.64,2,0.0,45.5392
Standard_Class,Corporate,United States,Perth_Amboy,New_Jersey,8861,East,Technology,Phones,597.0,3,0.0,280.59
Standard_Class,Corporate,United States,Perth_Amboy,New_Jersey,8861,East,Office_Supplies,Paper,55.48,1,0.0,26.6304
First_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,289.8,7,0.2,36.225
First_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office_Supplies,Binders,2.502,3,0.7,-2.0016
First_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office_Supplies,Binders,6.48,4,0.7,-4.752
First_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,341.488,8,0.3,-73.176
First_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office_Supplies,Art,11.12,5,0.2,0.834
First_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,25.344,6,0.2,3.4848
Standard_Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,17.31,3,0.0,5.193
First_Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Accessories,199.95,5,0.0,63.984
First_Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,1586.69,7,0.0,412.5394
First_Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Accessories,84.99,1,0.0,30.5964
First_Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Tables,411.8,2,0.0,70.006
Standard_Class,Corporate,United States,Los_Angeles,California,90049,West,Office_Supplies,Fasteners,11.34,3,0.0,5.2164
Standard_Class,Corporate,United States,Los_Angeles,California,90049,West,Office_Supplies,Storage,80.3,5,0.0,20.878
Standard_Class,Corporate,United States,Los_Angeles,California,90049,West,Office_Supplies,Binders,15.968,2,0.2,5.3892
Standard_Class,Corporate,United States,Los_Angeles,California,90049,West,Office_Supplies,Binders,19.296,3,0.2,6.03
Standard_Class,Corporate,United States,Los_Angeles,California,90049,West,Office_Supplies,Storage,405.64,4,0.0,12.1692
Standard_Class,Corporate,United States,Los_Angeles,California,90049,West,Furniture,Chairs,146.352,3,0.2,-9.147
Standard_Class,Corporate,United States,Los_Angeles,California,90049,West,Technology,Accessories,251.91,9,0.0,47.8629
Standard_Class,Corporate,United States,Los_Angeles,California,90049,West,Office_Supplies,Art,12.39,3,0.0,3.717
Standard_Class,Consumer,United States,Pomona,California,91767,West,Technology,Accessories,199.96,4,0.0,69.986
Standard_Class,Consumer,United States,Pomona,California,91767,West,Furniture,Tables,710.832,3,0.2,-97.7394
Second_Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office_Supplies,Binders,1.941,1,0.7,-1.294
Standard_Class,Consumer,United States,Ontario,California,91761,West,Furniture,Chairs,283.92,5,0.2,-46.137
Standard_Class,Corporate,United States,Seattle,Washington,98105,West,Office_Supplies,Binders,7.312,2,0.2,2.5592
Second_Class,Home_Office,United States,Brentwood,California,94513,West,Technology,Accessories,59.97,3,0.0,13.7931
Second_Class,Home_Office,United States,Brentwood,California,94513,West,Technology,Phones,761.544,7,0.2,66.6351
Standard_Class,Consumer,United States,San_Francisco,California,94122,West,Furniture,Furnishings,58.2,3,0.0,28.518
First_Class,Consumer,United States,Baltimore,Maryland,21215,East,Office_Supplies,Paper,39.9,5,0.0,19.95
First_Class,Consumer,United States,Baltimore,Maryland,21215,East,Office_Supplies,Appliances,90.86,7,0.0,26.3494
First_Class,Consumer,United States,Baltimore,Maryland,21215,East,Office_Supplies,Paper,94.85,5,0.0,45.528
Standard_Class,Consumer,United States,Phoenix,Arizona,85023,West,Office_Supplies,Paper,106.232,7,0.2,37.1812
Standard_Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,111.984,2,0.2,11.1984
Standard_Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,7.712,2,0.2,1.7352
Standard_Class,Consumer,United States,Los_Angeles,California,90008,West,Office_Supplies,Paper,37.44,6,0.0,16.848
Standard_Class,Home_Office,United States,Houston,Texas,77036,Central,Office_Supplies,Labels,23.68,2,0.2,8.88
Standard_Class,Consumer,United States,New_York_City,New_York,10009,East,Office_Supplies,Labels,122.12,4,0.0,56.1752
Standard_Class,Consumer,United States,New_York_City,New_York,10009,East,Office_Supplies,Labels,18.45,5,0.0,8.6715
Standard_Class,Consumer,United States,New_York_City,New_York,10009,East,Office_Supplies,Storage,324.9,5,0.0,38.988
Standard_Class,Consumer,United States,New_York_City,New_York,10009,East,Office_Supplies,Paper,146.73,3,0.0,68.9631
Standard_Class,Consumer,United States,New_York_City,New_York,10009,East,Office_Supplies,Fasteners,3.96,2,0.0,1.4652
Standard_Class,Corporate,United States,Rancho_Cucamonga,California,91730,West,Office_Supplies,Labels,5.76,2,0.0,2.6496
Standard_Class,Consumer,United States,Wilmington,Delaware,19805,East,Office_Supplies,Binders,26.55,3,0.0,13.0095
Standard_Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Tables,310.443,3,0.3,-48.7839
Standard_Class,Home_Office,United States,Moorhead,Minnesota,56560,Central,Furniture,Chairs,479.9,5,0.0,81.583
Second_Class,Consumer,United States,Farmington,New_Mexico,87401,West,Office_Supplies,Supplies,12.88,1,0.0,0.3864
Standard_Class,Consumer,United States,Wilmington,North_Carolina,28403,South,Office_Supplies,Art,13.12,5,0.2,1.476
Standard_Class,Home_Office,United States,Jackson,Mississippi,39212,South,Office_Supplies,Binders,511.84,8,0.0,240.5648
Standard_Class,Home_Office,United States,Jackson,Mississippi,39212,South,Office_Supplies,Art,91.96,4,0.0,25.7488
Standard_Class,Home_Office,United States,Jackson,Mississippi,39212,South,Office_Supplies,Art,8.34,3,0.0,2.1684
Standard_Class,Consumer,United States,Portland,Oregon,97206,West,Office_Supplies,Storage,37.68,3,0.2,2.355
Standard_Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,279.944,7,0.2,80.4839
Standard_Class,Consumer,United States,Denver,Colorado,80219,West,Office_Supplies,Storage,636.408,3,0.2,-15.9102
Standard_Class,Consumer,United States,Denver,Colorado,80219,West,Office_Supplies,Art,83.168,4,0.2,9.3564
Same_Day,Home_Office,United States,Tucson,Arizona,85705,West,Furniture,Chairs,259.136,4,0.2,-25.9136
Second_Class,Corporate,United States,New_York_City,New_York,10009,East,Office_Supplies,Paper,221.92,4,0.0,106.5216
Second_Class,Corporate,United States,New_York_City,New_York,10009,East,Technology,Accessories,26.0,2,0.0,11.7
Standard_Class,Consumer,United States,Boynton_Beach,Florida,33437,South,Office_Supplies,Paper,15.552,3,0.2,5.4432
Same_Day,Corporate,United States,Mesquite,Texas,75150,Central,Office_Supplies,Binders,0.876,1,0.8,-1.4016
Same_Day,Consumer,United States,Redlands,California,92374,West,Office_Supplies,Paper,19.98,1,0.0,9.3906
Same_Day,Consumer,United States,Redlands,California,92374,West,Office_Supplies,Binders,398.352,3,0.2,124.485
Same_Day,Consumer,United States,Redlands,California,92374,West,Office_Supplies,Art,5.04,3,0.0,1.26
Same_Day,Consumer,United States,Redlands,California,92374,West,Office_Supplies,Fasteners,17.45,5,0.0,8.027
Same_Day,Consumer,United States,Redlands,California,92374,West,Furniture,Chairs,323.136,4,0.2,20.196
Same_Day,Consumer,United States,Redlands,California,92374,West,Office_Supplies,Supplies,29.7,3,0.0,8.019
Same_Day,Consumer,United States,Redlands,California,92374,West,Technology,Phones,1295.84,4,0.2,145.782
Same_Day,Consumer,United States,Redlands,California,92374,West,Office_Supplies,Storage,46.84,2,0.0,12.6468
Same_Day,Consumer,United States,Redlands,California,92374,West,Furniture,Bookcases,425.833,1,0.15,20.0392
Second_Class,Consumer,United States,Rochester,New_York,14609,East,Furniture,Tables,209.67,1,0.4,-13.978
Standard_Class,Consumer,United States,Stockton,California,95207,West,Office_Supplies,Paper,159.88,7,0.0,73.5448
First_Class,Corporate,United States,Seattle,Washington,98105,West,Office_Supplies,Paper,5.28,1,0.0,2.376
First_Class,Corporate,United States,Seattle,Washington,98105,West,Office_Supplies,Binders,895.92,5,0.2,302.373
Standard_Class,Consumer,United States,Ormond_Beach,Florida,32174,South,Office_Supplies,Binders,2.808,3,0.7,-1.9656
First_Class,Corporate,United States,Sunnyvale,California,94086,West,Furniture,Chairs,215.976,3,0.2,-2.6997
Second_Class,Home_Office,United States,Lansing,Michigan,48911,Central,Furniture,Bookcases,241.96,2,0.0,41.1332
Second_Class,Home_Office,United States,Lansing,Michigan,48911,Central,Office_Supplies,Labels,27.72,9,0.0,13.3056
Standard_Class,Home_Office,United States,Philadelphia,Pennsylvania,19143,East,Office_Supplies,Envelopes,104.68,5,0.2,35.3295
Standard_Class,Home_Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,62.958,7,0.4,9.4437
Standard_Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,86.376,3,0.2,1.0797
Standard_Class,Home_Office,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,64.944,3,0.2,6.4944
Standard_Class,Home_Office,United States,Philadelphia,Pennsylvania,19134,East,Office_Supplies,Paper,20.736,4,0.2,7.2576
Second_Class,Corporate,United States,Dover,New_Hampshire,3820,East,Office_Supplies,Appliances,33.28,4,0.0,9.3184
Second_Class,Corporate,United States,Dover,New_Hampshire,3820,East,Office_Supplies,Art,38.52,9,0.0,11.9412
Second_Class,Corporate,United States,Dover,New_Hampshire,3820,East,Furniture,Furnishings,139.86,7,0.0,60.1398
Standard_Class,Consumer,United States,New_York_City,New_York,10011,East,Office_Supplies,Paper,19.65,3,0.0,9.039
Standard_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office_Supplies,Binders,152.991,3,0.7,-122.3928
Standard_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office_Supplies,Fasteners,10.584,7,0.2,-2.3814
Standard_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,94.92,4,0.4,15.82
Standard_Class,Consumer,United States,Grand_Prairie,Texas,75051,Central,Furniture,Furnishings,14.76,5,0.6,-11.439
Standard_Class,Consumer,United States,Grand_Prairie,Texas,75051,Central,Office_Supplies,Binders,3.656,4,0.8,-5.8496
Same_Day,Consumer,United States,New_York_City,New_York,10009,East,Office_Supplies,Paper,146.82,3,0.0,73.41
Standard_Class,Corporate,United States,Long_Beach,New_York,11561,East,Office_Supplies,Binders,149.544,9,0.2,50.4711
Standard_Class,Corporate,United States,Long_Beach,New_York,11561,East,Office_Supplies,Supplies,17.14,2,0.0,4.4564
Standard_Class,Corporate,United States,Long_Beach,New_York,11561,East,Furniture,Tables,991.764,3,0.4,-347.1174
Standard_Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office_Supplies,Paper,30.48,6,0.2,9.906
Standard_Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,23.988,2,0.4,-4.7976
Standard_Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office_Supplies,Fasteners,16.688,7,0.2,5.4236
Standard_Class,Corporate,United States,York,Pennsylvania,17403,East,Furniture,Chairs,422.058,3,0.3,-18.0882
Standard_Class,Corporate,United States,York,Pennsylvania,17403,East,Office_Supplies,Binders,38.088,4,0.7,-27.9312
Standard_Class,Corporate,United States,York,Pennsylvania,17403,East,Office_Supplies,Storage,254.352,6,0.2,-50.8704
Standard_Class,Consumer,United States,Concord,California,94521,West,Furniture,Furnishings,43.31,1,0.0,4.331
Standard_Class,Consumer,United States,New_York_City,New_York,10035,East,Technology,Phones,84.95,5,0.0,22.087
Standard_Class,Consumer,United States,College_Station,Texas,77840,Central,Furniture,Chairs,233.058,3,0.3,-53.2704
Second_Class,Consumer,United States,Saint_Louis,Missouri,63116,Central,Technology,Accessories,111.79,7,0.0,43.5981
Standard_Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office_Supplies,Paper,14.94,3,0.0,7.0218
Standard_Class,Corporate,United States,New_York_City,New_York,10009,East,Office_Supplies,Binders,14.16,2,0.2,5.133
Standard_Class,Home_Office,United States,Dallas,Texas,75081,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736
Second_Class,Consumer,United States,Los_Angeles,California,90032,West,Office_Supplies,Fasteners,21.48,6,0.0,10.74
First_Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office_Supplies,Storage,501.81,3,0.0,0.0
First_Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office_Supplies,Storage,161.94,3,0.0,9.7164
Standard_Class,Home_Office,United States,Deltona,Florida,32725,South,Office_Supplies,Art,17.856,4,0.2,2.0088
Standard_Class,Consumer,United States,Chicago,Illinois,60610,Central,Office_Supplies,Binders,8.808,3,0.8,-14.9736
Same_Day,Consumer,United States,Cincinnati,Ohio,45231,East,Furniture,Furnishings,79.384,1,0.2,29.769
Standard_Class,Home_Office,United States,Oakland,California,94601,West,Office_Supplies,Art,34.58,1,0.0,10.0282
Standard_Class,Home_Office,United States,Manteca,California,95336,West,Office_Supplies,Paper,314.55,3,0.0,150.984
Standard_Class,Consumer,United States,Laredo,Texas,78041,Central,Technology,Accessories,191.976,3,0.2,23.997
Standard_Class,Consumer,United States,Laredo,Texas,78041,Central,Office_Supplies,Paper,8.288,2,0.2,3.0044
Standard_Class,Consumer,United States,Laredo,Texas,78041,Central,Furniture,Furnishings,139.92,5,0.6,-150.414
Standard_Class,Consumer,United States,Laredo,Texas,78041,Central,Office_Supplies,Art,15.872,1,0.2,1.1904
Standard_Class,Consumer,United States,Laredo,Texas,78041,Central,Office_Supplies,Binders,6.286,7,0.8,-11.0005
Second_Class,Consumer,United States,Kent,Ohio,44240,East,Office_Supplies,Art,14.016,3,0.2,1.752
Second_Class,Consumer,United States,Kent,Ohio,44240,East,Technology,Accessories,71.976,3,0.2,-8.997
Second_Class,Consumer,United States,Kent,Ohio,44240,East,Technology,Phones,107.982,3,0.4,-26.9955
Standard_Class,Corporate,United States,San_Angelo,Texas,76903,Central,Furniture,Chairs,305.312,2,0.3,-8.7232
First_Class,Consumer,United States,San_Francisco,California,94122,West,Office_Supplies,Binders,19.752,3,0.2,6.9132
Standard_Class,Home_Office,United States,Houston,Texas,77070,Central,Office_Supplies,Binders,9.264,3,0.8,-13.896
Second_Class,Corporate,United States,Houston,Texas,77041,Central,Office_Supplies,Storage,61.792,4,0.2,6.1792
Standard_Class,Home_Office,United States,Salt_Lake_City,Utah,84106,West,Office_Supplies,Paper,45.68,2,0.0,21.0128
Standard_Class,Home_Office,United States,Salt_Lake_City,Utah,84106,West,Office_Supplies,Paper,60.12,9,0.0,28.8576
Standard_Class,Home_Office,United States,Salt_Lake_City,Utah,84106,West,Office_Supplies,Binders,41.72,5,0.2,13.0375
Standard_Class,Home_Office,United States,Salt_Lake_City,Utah,84106,West,Office_Supplies,Paper,71.6,8,0.0,32.936
Standard_Class,Consumer,United States,New_York_City,New_York,10009,East,Office_Supplies,Binders,85.232,7,0.2,30.8966
Standard_Class,Consumer,United States,New_York_City,New_York,10009,East,Office_Supplies,Labels,44.4,3,0.0,22.2
Standard_Class,Consumer,United States,New_York_City,New_York,10009,East,Furniture,Chairs,442.764,4,0.1,59.0352
Standard_Class,Consumer,United States,New_York_City,New_York,10009,East,Technology,Accessories,199.95,5,0.0,21.9945
Standard_Class,Consumer,United States,New_York_City,New_York,10009,East,Furniture,Furnishings,63.68,8,0.0,28.0192
Second_Class,Corporate,United States,Salinas,California,93905,West,Office_Supplies,Binders,54.896,2,0.2,18.5274
Same_Day,Consumer,United States,Huntsville,Alabama,35810,South,Technology,Accessories,29.0,2,0.0,7.25
Standard_Class,Consumer,United States,Columbus,Indiana,47201,Central,Office_Supplies,Envelopes,70.08,6,0.0,35.04
Standard_Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Furnishings,121.3,2,0.0,25.473
Standard_Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Phones,1454.49,9,0.0,378.1674
Standard_Class,Consumer,United States,Los_Angeles,California,90049,West,Office_Supplies,Appliances,60.81,3,0.0,17.0268
Standard_Class,Consumer,United States,Seattle,Washington,98105,West,Office_Supplies,Binders,153.552,3,0.2,51.8238
Standard_Class,Consumer,United States,Seattle,Washington,98105,West,Office_Supplies,Appliances,65.34,3,0.0,22.869
Standard_Class,Consumer,United States,Seattle,Washington,98105,West,Office_Supplies,Paper,123.92,4,0.0,55.764
Standard_Class,Consumer,United States,Seattle,Washington,98105,West,Office_Supplies,Appliances,35.1,3,0.0,12.285
Standard_Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,44.75,5,0.0,8.5025
Standard_Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office_Supplies,Art,4.704,2,0.2,0.4116
Standard_Class,Consumer,United States,Montgomery,Alabama,36116,South,Office_Supplies,Art,14.67,3,0.0,3.9609
Standard_Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office_Supplies,Paper,15.552,3,0.2,5.4432
Standard_Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office_Supplies,Paper,5.232,1,0.2,1.7004
Standard_Class,Consumer,United States,Little_Rock,Arkansas,72209,South,Furniture,Furnishings,22.2,6,0.0,9.102
Standard_Class,Consumer,United States,Little_Rock,Arkansas,72209,South,Technology,Phones,881.93,7,0.0,229.3018
Standard_Class,Home_Office,United States,Seattle,Washington,98103,West,Office_Supplies,Binders,6.096,2,0.2,2.1336
Standard_Class,Home_Office,United States,Seattle,Washington,98103,West,Furniture,Furnishings,191.82,3,0.0,74.8098
Standard_Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,Furnishings,20.104,1,0.2,1.7591
Second_Class,Home_Office,United States,Bristol,Tennessee,37620,South,Office_Supplies,Art,67.56,3,0.2,8.445
Standard_Class,Home_Office,United States,Aurora,Illinois,60505,Central,Office_Supplies,Binders,29.932,7,0.8,-46.3946
Standard_Class,Home_Office,United States,Aurora,Illinois,60505,Central,Technology,Phones,38.272,4,0.2,3.8272
Standard_Class,Home_Office,United States,New_York_City,New_York,10009,East,Office_Supplies,Art,16.52,4,0.0,7.5992
Second_Class,Consumer,United States,Fairfield,Connecticut,6824,East,Technology,Phones,832.93,7,0.0,233.2204
Second_Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office_Supplies,Binders,43.8,10,0.0,21.024
First_Class,Corporate,United States,Lincoln_Park,Michigan,48146,Central,Office_Supplies,Appliances,167.292,6,0.1,29.7408
Standard_Class,Consumer,United States,New_York_City,New_York,10035,East,Furniture,Furnishings,27.42,1,0.0,11.2422
First_Class,Consumer,United States,San_Jose,California,95123,West,Office_Supplies,Binders,1.44,1,0.2,0.504
First_Class,Consumer,United States,San_Jose,California,95123,West,Office_Supplies,Appliances,241.96,2,0.0,60.49
First_Class,Consumer,United States,San_Jose,California,95123,West,Furniture,Chairs,108.608,4,0.2,9.5032
Standard_Class,Corporate,United States,Jacksonville,Florida,32216,South,Office_Supplies,Art,2.816,2,0.2,0.9856
Standard_Class,Corporate,United States,San_Francisco,California,94110,West,Office_Supplies,Binders,9.984,4,0.2,3.6192
Standard_Class,Corporate,United States,San_Francisco,California,94110,West,Office_Supplies,Storage,14.98,1,0.0,4.1944
Standard_Class,Corporate,United States,San_Francisco,California,94110,West,Technology,Phones,1145.6,4,0.2,100.24
Same_Day,Consumer,United States,Marion,Ohio,43302,East,Technology,Phones,485.94,2,0.4,-89.089
Same_Day,Consumer,United States,Marion,Ohio,43302,East,Office_Supplies,Art,37.376,8,0.2,4.672
Same_Day,Consumer,United States,Marion,Ohio,43302,East,Furniture,Chairs,70.686,1,0.3,-24.2352
Standard_Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office_Supplies,Paper,54.816,3,0.2,17.8152
Second_Class,Consumer,United States,Littleton,Colorado,80122,West,Furniture,Bookcases,72.294,1,0.7,-98.8018
Standard_Class,Corporate,United States,Austin,Texas,78745,Central,Office_Supplies,Fasteners,2.896,2,0.2,0.4706
Standard_Class,Corporate,United States,Austin,Texas,78745,Central,Technology,Phones,124.792,1,0.2,15.599
Standard_Class,Consumer,United States,New_York_City,New_York,10024,East,Furniture,Tables,330.588,1,0.4,-115.7058
Standard_Class,Consumer,United States,San_Francisco,California,94122,West,Office_Supplies,Binders,673.568,2,0.2,252.588
Standard_Class,Consumer,United States,San_Francisco,California,94122,West,Office_Supplies,Appliances,52.98,2,0.0,14.8344
Standard_Class,Consumer,United States,La_Porte,Indiana,46350,Central,Furniture,Furnishings,526.45,5,0.0,31.587
Standard_Class,Consumer,United States,Chicago,Illinois,60610,Central,Office_Supplies,Storage,228.92,5,0.2,14.3075
Second_Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,319.968,4,0.2,35.9964
Standard_Class,Corporate,United States,Burlington,Vermont,5408,East,Technology,Accessories,205.03,7,0.0,67.6599
Second_Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office_Supplies,Storage,190.86,2,0.0,11.4516
Second_Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office_Supplies,Art,24.32,8,0.0,8.2688
Standard_Class,Home_Office,United States,Provo,Utah,84604,West,Office_Supplies,Supplies,44.4,5,0.0,12.432
Standard_Class,Home_Office,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,44.4,2,0.6,-52.17
Second_Class,Consumer,United States,Los_Angeles,California,90049,West,Office_Supplies,Binders,1016.792,1,0.2,381.297
Second_Class,Consumer,United States,Los_Angeles,California,90049,West,Office_Supplies,Binders,38.136,7,0.2,13.3476
Standard_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,494.982,3,0.4,-115.4958
Standard_Class,Home_Office,United States,Pasadena,California,91104,West,Office_Supplies,Storage,56.56,2,0.0,15.2712
Standard_Class,Home_Office,United States,Pasadena,California,91104,West,Office_Supplies,Art,5.56,2,0.0,1.4456
Standard_Class,Home_Office,United States,Pasadena,California,91104,West,Office_Supplies,Fasteners,9.02,2,0.0,3.5178
Standard_Class,Home_Office,United States,Pasadena,California,91104,West,Office_Supplies,Appliances,8.62,1,0.0,2.2412
Standard_Class,Home_Office,United States,Pasadena,California,91104,West,Technology,Phones,659.976,3,0.2,49.4982
Second_Class,Consumer,United States,Los_Angeles,California,90004,West,Office_Supplies,Paper,13.36,2,0.0,6.4128
Second_Class,Consumer,United States,Los_Angeles,California,90004,West,Office_Supplies,Binders,41.72,5,0.2,13.0375
Second_Class,Consumer,United States,Los_Angeles,California,90004,West,Office_Supplies,Binders,11.52,5,0.2,4.176
Second_Class,Consumer,United States,Los_Angeles,California,90004,West,Office_Supplies,Appliances,541.44,6,0.0,157.0176
Second_Class,Consumer,United States,Los_Angeles,California,90004,West,Office_Supplies,Paper,19.44,3,0.0,9.3312
Second_Class,Home_Office,United States,San_Diego,California,92105,West,Office_Supplies,Paper,143.7,3,0.0,68.976
First_Class,Corporate,United States,San_Francisco,California,94110,West,Office_Supplies,Appliances,43.26,3,0.0,14.2758
First_Class,Corporate,United States,San_Francisco,California,94110,West,Office_Supplies,Appliances,43.56,2,0.0,15.246
Standard_Class,Corporate,United States,Bangor,Maine,4401,East,Technology,Phones,437.85,3,0.0,131.355
Standard_Class,Corporate,United States,Bangor,Maine,4401,East,Furniture,Furnishings,109.48,2,0.0,33.9388
First_Class,Consumer,United States,San_Francisco,California,94122,West,Furniture,Chairs,1212.96,7,0.2,90.972
First_Class,Consumer,United States,San_Francisco,California,94122,West,Office_Supplies,Paper,18.54,2,0.0,8.7138
Second_Class,Home_Office,United States,San_Diego,California,92024,West,Office_Supplies,Fasteners,5.0,1,0.0,2.4
Second_Class,Home_Office,United States,San_Diego,California,92024,West,Technology,Accessories,371.97,3,0.0,66.9546
Same_Day,Consumer,United States,New_York_City,New_York,10035,East,Technology,Accessories,166.24,1,0.0,24.936
First_Class,Consumer,United States,Arlington,Virginia,22204,South,Furniture,Bookcases,359.97,3,0.0,79.1934
Second_Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Accessories,499.98,2,0.0,114.9954
Second_Class,Consumer,United States,Atlanta,Georgia,30318,South,Office_Supplies,Paper,5.28,1,0.0,2.376
Second_Class,Consumer,United States,Atlanta,Georgia,30318,South,Office_Supplies,Binders,8.26,2,0.0,3.8822
Same_Day,Home_Office,United States,Monroe,North_Carolina,28110,South,Office_Supplies,Paper,7.968,2,0.2,2.6892
Same_Day,Consumer,United States,Seattle,Washington,98115,West,Office_Supplies,Paper,12.96,2,0.0,6.3504
Standard_Class,Corporate,United States,Rochester,New_York,14609,East,Office_Supplies,Paper,6.48,1,0.0,3.1104
Standard_Class,Corporate,United States,Rochester,New_York,14609,East,Office_Supplies,Binders,6.984,1,0.2,2.3571
Standard_Class,Corporate,United States,Miami,Florida,33180,South,Office_Supplies,Art,47.96,5,0.2,4.1965
Standard_Class,Consumer,United States,Seattle,Washington,98105,West,Office_Supplies,Storage,199.74,6,0.0,47.9376
Standard_Class,Consumer,United States,San_Francisco,California,94122,West,Furniture,Furnishings,435.26,7,0.0,95.7572
Standard_Class,Consumer,United States,San_Francisco,California,94122,West,Technology,Copiers,1119.984,2,0.2,377.9946
Second_Class,Corporate,United States,Los_Angeles,California,90036,West,Furniture,Tables,143.432,1,0.2,3.5858
Second_Class,Corporate,United States,Los_Angeles,California,90036,West,Furniture,Chairs,122.352,3,0.2,13.7646
Standard_Class,Consumer,United States,Southaven,Mississippi,38671,South,Office_Supplies,Storage,306.2,5,0.0,0.0
Standard_Class,Consumer,United States,Southaven,Mississippi,38671,South,Furniture,Tables,85.98,1,0.0,22.3548
Standard_Class,Consumer,United States,Southaven,Mississippi,38671,South,Technology,Accessories,223.96,4,0.0,53.7504
First_Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,97.568,2,0.2,-6.098
First_Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,614.272,8,0.2,-23.0352
First_Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Bookcases,199.98,2,0.0,37.9962
First_Class,Corporate,United States,Middletown,Connecticut,6457,East,Office_Supplies,Paper,48.16,7,0.0,22.1536
Standard_Class,Consumer,United States,New_Castle,Indiana,47362,Central,Technology,Phones,23.92,2,0.0,6.6976
Standard_Class,Consumer,United States,New_Castle,Indiana,47362,Central,Office_Supplies,Appliances,60.69,7,0.0,16.3863
First_Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office_Supplies,Paper,14.352,3,0.2,5.2026
